1.0;2016;2 AÑOS;F-SG-01 PLAN DE MANTENIMIENTO;FIS;;VIGENTE;"";N.A;SG;"";LIBRE;DD/MM/2015;DD/MM/2015;CARPETAS(X);"";""
2.0;2016;2 AÑOS;F-SG-02 PLAN CONTROL DE PLAGAS;FIS;;VIGENTE;"";N.A;SG;"";LIBRE;DD/MM/2015;DD/MM/2015;CARPETAS(X);"";""
3.0;2016;2 AÑOS;F-SG-03 SOLICITUD DE MANTENIMIENTO CORRECTIVO;FIS;;VIGENTE;"";N.A;SG;"";LIBRE;DD/MM/2015;DD/MM/2015;CARPETAS(X);"";""
4.0;2016;2 AÑOS;F-SG-04 PLANILLA DE ACTIVIDADES DE MANTENIMIENTO;FIS.;;VIGENTE;"";N.A;SG;"";LIBRE;DD/MM/2015;DD/MM/2015;CARPETAS(X);"";""
5.0;2016;VIDA UTIL DEL EQUIPO;F-SG-05 HOJA DE VIDA DE EQUIPOS;FIS.;;VIGENTE;"";2 AÑOS;SG;"";LIBRE;DD/MM/2016;DD/MM/2016;CARPETAS(X);"";""
6.0;2016;1 AÑO;L-SG-01 CONTROL DE ASEO SEMANAL;FIS;;VIGENTE;"";N.A;SG;"";LIBRE;DD/MM/2016;DD/MM/2016;CARPETAS(X);"";""
7.0;2016;2 AÑOS;L-SG-02 CONTROL DE MANTENIMIENTO DE LA PISCINA;FIS;;VIGENTE;"";N.A;SG;"";LIBRE;DD/MM/2015;DD/MM/2015;CARPETAS(X);"";""
8.0;2016;1 AÑO;L-SG-03 EVALUACIÓN DEL SERVICIO DE ASEO Y MANTENIMIENTO;FIS;;VIGENTE;"";N.A;SG;"";LIBRE;DD/MM/2016;DD/MM/2016;CARPETAS(X);"";""
9.0;2016;1 AÑO;L-SG-04 REPORTE DE  DAÑOS;FIS;;VIGENTE;"";N.A;SG;"";LIBRE;DD/MM/2016;DD/MM/2016;CARPETAS(X);"";""
10.0;2016;2 AÑOS;N.A SG - CORRESPONDENCIA ENVIADA;FIS.;;VIGENTE;"";5 AÑOS;SG;"";RESTRINGIDO;DD/MM/2015;DD/MM/2015;CARPETAS(X);"";""
11.0;2016;2 AÑOS;N.A SG - CIRCULARES;FIS.;;VIGENTE;"";5 AÑOS;SG;"";LIBRE;DD/MM/2015;DD/MM/2015;CARPETAS(X);"";""
